unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
77,scene,dining_room-s,0.13163396272965255,brown-c,182265724.0,3379524.0,1174288.0,0.0063657065589077,chair,4633108.0,1621170.0,396913.0,0.06776306410817834,top,381885.0,804284.0,53400.0,0.04714112056385724,dining_room-s,5694976.0,1267772.0,809921.0,0.13163396272965255,matted,1593088.0,4426.0,501.0,0.0003137106585857473
346,object,airplane,0.13142701057868392,grey-c,159331282.0,3458901.0,1014687.0,0.006272192174270942,airplane,1293178.0,2782712.0,473457.0,0.13142701057868392,body,1291612.0,1611399.0,254812.0,0.09622086557694494,hangar-indoor-s,150528.0,756466.0,82442.0,0.09998399130679446,,24924928.0,408935.0,361721.0,0.014484980903920856
52,object,house,0.13125107701795916,green-c,63326720.0,3615347.0,649071.0,0.009790943827610386,house,1833277.0,3405368.0,607803.0,0.13125107701795916,roof,443437.0,1356796.0,93611.0,0.054851630882527,hunting_lodge-outdoor-s,188160.0,2056950.0,101326.0,0.047265022968731925,,24924928.0,280818.0,264531.0,0.010606179370171021
187,object,bookcase,0.13109951051191635,red-c,21004512.0,3511411.0,150201.0,0.006164438714354534,bookcase,521264.0,1974610.0,289283.0,0.13109951051191635,monitor,141433.0,643656.0,6821.0,0.008764333108903358,bookstore-s,401408.0,1212811.0,178057.0,0.12398113861806677,,24924928.0,137601.0,127819.0,0.0051261474466717276
88,object,water,0.13069982041648737,green-c,63326720.0,3602178.0,796299.0,0.01204094519255171,water,5655946.0,3303595.0,1035651.0,0.13069982041648737,torso,7669375.0,1477098.0,129168.0,0.014324457251917286,marsh-s,188160.0,925091.0,87836.0,0.08565897709707776,potholed,1580544.0,396906.0,27511.0,0.014108646475607698
481,scene,mountain_snowy-s,0.1306864493237347,blue-c,61494563.0,3335250.0,1117942.0,0.017546839897387412,mountain,5469345.0,2667796.0,682581.0,0.09156556523792149,clouds,116722.0,504936.0,7960.0,0.012970549032260165,mountain_snowy-s,1793792.0,1348233.0,363160.0,0.1306864493237347,crystalline,1530368.0,714169.0,47566.0,0.02165071819336714
374,object,water,0.13033454027790672,blue-c,61494563.0,3522845.0,644831.0,0.010017169267590453,water,5655946.0,3329081.0,1036029.0,0.13033454027790672,wing,323329.0,1394825.0,20807.0,0.01225854230160362,river-s,627200.0,985377.0,91639.0,0.06025163418890185,smeared,1869056.0,338684.0,27807.0,0.012755896626180712
336,object,bed,0.13007644798985846,pink-c,18491188.0,3302744.0,131737.0,0.006081424343193292,bed,5899566.0,1410277.0,841393.0,0.13007644798985846,headboard,500152.0,1030035.0,82504.0,0.056990377036961824,bedroom-s,19167232.0,1382044.0,1187949.0,0.06135679646338291,studded,1593088.0,2131.0,1160.0,0.0007277020486694658
185,scene,forest-broadleaf-s,0.1284340026017912,green-c,63326720.0,3447348.0,1652562.0,0.025376593716981914,tree,21215516.0,2997729.0,1586373.0,0.07011013276603147,torso,7669375.0,950497.0,41546.0,0.004843136061744448,forest-broadleaf-s,1216768.0,1169528.0,271599.0,0.1284340026017912,veined,1806336.0,530446.0,50215.0,0.02196086972303895
397,scene,archive-s,0.12768054850551375,black-c,139916835.0,3454286.0,777064.0,0.0054494837747690985,book,615007.0,1614498.0,189344.0,0.09280836169302324,crosswalk,241792.0,616220.0,16172.0,0.019210301244892137,archive-s,338688.0,887624.0,138848.0,0.12768054850551375,freckled,1555456.0,556027.0,62066.0,0.030284710237106455
54,scene,kindergarden_classroom-s,0.1271407999049853,pink-c,18491188.0,3592869.0,214359.0,0.009801644265961057,plaything,385803.0,1951376.0,62968.0,0.027687844267748243,hair,989801.0,1036693.0,32213.0,0.01615268861308913,kindergarden_classroom-s,275968.0,1242471.0,171279.0,0.1271407999049853,dotted,2935296.0,296417.0,125183.0,0.04029672979176122
42,texture,dotted,0.12697023025067056,pink-c,18491188.0,2809939.0,142927.0,0.006755158756415952,temple,66925.0,507423.0,6129.0,0.010786334142293725,paw,266872.0,256441.0,9079.0,0.01765538645830497,pagoda-s,137984.0,135128.0,13197.0,0.05077429159532922,dotted,2935296.0,2037308.0,560239.0,0.12697023025067056
7,scene,ballroom-s,0.12687442615491115,orange-c,30348501.0,3364515.0,193328.0,0.005767595450172448,floor,20378155.0,1752953.0,388149.0,0.0178517100639338,arm,2299112.0,683736.0,27707.0,0.009375863960467537,ballroom-s,363776.0,1032924.0,157254.0,0.12687442615491115,,24924928.0,173377.0,153664.0,0.006160200902470395
380,scene,classroom-s,0.12610262251638035,yellow-c,34166024.0,3409808.0,230722.0,0.006178104710362347,table,4805122.0,1669322.0,207543.0,0.033117325453202465,top,381885.0,739174.0,32011.0,0.029393562083581255,classroom-s,639744.0,1055733.0,189862.0,0.12610262251638035,,24924928.0,138666.0,133327.0,0.0053479972757612265
318,scene,bakery-shop-s,0.12520948997464956,yellow-c,34166024.0,3303722.0,307722.0,0.008280550058306834,case,608750.0,1114175.0,136370.0,0.08595352824200862,hand,398768.0,532060.0,13393.0,0.014598309417015917,bakery-shop-s,715008.0,534464.0,139037.0,0.12520948997464956,sprinkled,1718528.0,187971.0,31588.0,0.016847733039061587
154,scene,beer_garden-s,0.12500727536826012,pink-c,18491188.0,3526997.0,157298.0,0.007195407944791993,bottle,940208.0,1778444.0,128598.0,0.04965070226335049,body,1291612.0,1398847.0,119471.0,0.04646890611702583,beer_garden-s,125440.0,319128.0,49399.0,0.12500727536826012,,24924928.0,80040.0,76826.0,0.0030818983621001515
44,part,screen,0.1245689974912332,black-c,139916835.0,3435355.0,977965.0,0.0068689750550003,tvmonitor,1019561.0,1864959.0,278396.0,0.10682377354262498,screen,677188.0,1430062.0,233421.0,0.1245689974912332,computer_room-s,275968.0,924805.0,93921.0,0.08485416297752545,,24924928.0,95091.0,88925.0,0.003566831042392283
129,scene,subway_interior-s,0.12403420163654208,yellow-c,34166024.0,3100884.0,236423.0,0.006384550458898931,apparel,217035.0,1471811.0,49752.0,0.030353353742982404,coach,689166.0,654779.0,44798.0,0.034482625907614764,subway_interior-s,363776.0,828432.0,131557.0,0.12403420163654208,,24924928.0,130572.0,126492.0,0.005074088788450788
100,scene,booth-indoor-s,0.12361772373157852,blue-c,61494563.0,3260528.0,393782.0,0.00611830315632642,pedestal,706115.0,1775157.0,73821.0,0.030663552446134938,body,1291612.0,771638.0,61092.0,0.03051307639057457,booth-indoor-s,150528.0,745565.0,98586.0,0.12361772373157852,,24924928.0,231109.0,227504.0,0.0091262490255644
169,scene,boxing_ring-s,0.1232727831473854,red-c,21004512.0,3377501.0,197789.0,0.008178430699285618,ring,65124.0,1940225.0,42138.0,0.02146381616647421,arm,2299112.0,1000632.0,44563.0,0.01368986855108825,boxing_ring-s,150528.0,748644.0,98679.0,0.1232727831473854,,24924928.0,241357.0,166326.0,0.006653050911003494
507,scene,elevator-interior-s,0.1232716262762188,red-c,21004512.0,3357033.0,154814.0,0.006395493881433226,elevator door,56315.0,1319075.0,40882.0,0.03063451099581269,hair,989801.0,747790.0,47975.0,0.028394025624757343,elevator-interior-s,163072.0,564817.0,79881.0,0.1232716262762188,interlaced,1630720.0,689945.0,209506.0,0.09923743308770207
282,scene,castle-s,0.12324500713006381,blue-c,61494563.0,3518933.0,404558.0,0.006261641384664147,building,35246027.0,3126096.0,1329457.0,0.035889884383591614,roof,443437.0,654581.0,14918.0,0.013773428122980335,castle-s,865536.0,2057553.0,320728.0,0.12324500713006381,,24924928.0,357000.0,301016.0,0.012049840294061321
292,scene,jacuzzi-indoor-s,0.12281884790939314,blue-c,61494563.0,3315876.0,711991.0,0.011107772843423604,swimming pool,200439.0,2412295.0,165264.0,0.06752442317985512,roof,443437.0,674578.0,6587.0,0.005926609730904746,jacuzzi-indoor-s,526848.0,1641094.0,237139.0,0.12281884790939314,freckled,1555456.0,342668.0,16121.0,0.00856587369945744
142,scene,auto_factory-s,0.12274023647438193,black-c,139916835.0,3451960.0,1009840.0,0.007093617679337419,car,5354795.0,2126054.0,761318.0,0.11329927639295063,wheel,1513439.0,1430067.0,114581.0,0.04050337142200659,auto_factory-s,188160.0,595232.0,85642.0,0.12274023647438193,,24924928.0,237466.0,217754.0,0.008729490583949097
206,object,mountain,0.12270905986057928,green-c,63326720.0,3442471.0,741618.0,0.011231943963774043,mountain,5469345.0,3201126.0,947659.0,0.12270905986057928,head,4946761.0,788375.0,53045.0,0.00933547174798855,mountain-s,1166592.0,1670251.0,201252.0,0.0763593440712159,stratified,1568000.0,434560.0,87413.0,0.04564297153168921
289,scene,martial_arts_gym-s,0.12263409395594646,pink-c,18491188.0,3273778.0,126714.0,0.005856018314233516,person,14523849.0,1991146.0,464132.0,0.028916326804359366,arm,2299112.0,1108342.0,68347.0,0.020468646257816834,martial_arts_gym-s,188160.0,767315.0,104374.0,0.12263409395594646,,24924928.0,217610.0,157172.0,0.006290562243514864
334,scene,creek-s,0.12137515247752839,green-c,63326720.0,3512821.0,598144.0,0.009029761253374532,water,5655946.0,2845764.0,516511.0,0.06468354764859335,torso,7669375.0,609558.0,36920.0,0.004479488202699996,creek-s,577024.0,1451861.0,219602.0,0.12137515247752839,potholed,1580544.0,664207.0,120701.0,0.056825875097102234
460,scene,garage-indoor-s,0.12137392605463848,grey-c,159331282.0,3413472.0,1033164.0,0.0063889298225315826,motorbike,1440771.0,2814326.0,317436.0,0.0806153703937439,wheel,1513439.0,1849379.0,277113.0,0.08980540913664786,garage-indoor-s,815360.0,1043250.0,201170.0,0.12137392605463848,lined,1568000.0,132575.0,10688.0,0.006324683248051497
173,scene,pasture-s,0.12045657179979524,green-c,63326720.0,3667800.0,1129212.0,0.017144260526345673,grass,12961339.0,3466573.0,1051425.0,0.06837875257202766,torso,7669375.0,1564437.0,206035.0,0.022822340427770867,pasture-s,852992.0,1249454.0,226027.0,0.12045657179979524,matted,1593088.0,364706.0,45957.0,0.024038137142444675
238,scene,conference_room-s,0.12016817752984126,red-c,21004512.0,3530558.0,264895.0,0.010914424803282217,seat,1488057.0,2550114.0,226856.0,0.059521713634270584,top,381885.0,664682.0,10990.0,0.010612441180134359,conference_room-s,2308096.0,1788191.0,439437.0,0.12016817752984126,,24924928.0,268995.0,249647.0,0.010008187850391008
331,scene,orchard-s,0.11917998717126362,green-c,63326720.0,3333295.0,995584.0,0.015161693855231913,tree,21215516.0,2428721.0,943284.0,0.04155261675578113,body,1291612.0,872588.0,47925.0,0.02264592267073041,orchard-s,150528.0,939973.0,116126.0,0.11917998717126362,bumpy,2082304.0,607295.0,53181.0,0.020171687494168224
337,scene,gymnasium-indoor-s,0.117849165738601,yellow-c,34166024.0,3412842.0,263633.0,0.007065023552177739,court,244272.0,2441124.0,110362.0,0.04285846322805835,leg,2786636.0,672069.0,25377.0,0.007391370705041872,gymnasium-indoor-s,326144.0,1466544.0,188994.0,0.117849165738601,,24924928.0,475177.0,445891.0,0.017868364838099088
315,scene,market-outdoor-s,0.1166961619689741,red-c,21004512.0,3536299.0,175649.0,0.00720902245591472,sales booth,171086.0,1972402.0,54090.0,0.02588783946380728,leg,2786636.0,812598.0,31860.0,0.008930939116560248,market-outdoor-s,363776.0,1026322.0,145267.0,0.1166961619689741,bumpy,2082304.0,458303.0,102706.0,0.042128864133531264
358,scene,balcony-interior-s,0.11658251023081136,white-c,72511065.0,3241139.0,473118.0,0.006284853139688758,railing,875712.0,1664885.0,112971.0,0.04653558661836708,balcony,317196.0,770691.0,20524.0,0.019228697266065995,balcony-interior-s,464128.0,795884.0,131558.0,0.11658251023081136,,24924928.0,134880.0,118830.0,0.0047644482906805015
461,scene,wheat_field-s,0.11630989653960523,yellow-c,34166024.0,3311701.0,528201.0,0.014295204452430835,field,1883336.0,1113766.0,145332.0,0.0509620341051347,hair,989801.0,509415.0,12473.0,0.0083894795536283,wheat_field-s,175616.0,519998.0,72477.0,0.11630989653960523,fibrous,1831424.0,1434985.0,321594.0,0.10920686019325493
281,scene,catacomb-s,0.11531985533882726,black-c,139916835.0,3526304.0,1163267.0,0.008175906989851664,cat,4163987.0,855228.0,53292.0,0.010731539735916163,ear,784263.0,323318.0,8212.0,0.007469739459635482,catacomb-s,125440.0,250802.0,38902.0,0.11531985533882726,scaly,1568000.0,2116674.0,146889.0,0.04152004714814495
65,scene,slum-s,0.11475089040883961,pink-c,18491188.0,3342054.0,114118.0,0.005254263477661438,building,35246027.0,2665967.0,765413.0,0.020605207246395033,head,4946761.0,1206455.0,73928.0,0.012160634600630863,slum-s,200704.0,1132314.0,137219.0,0.11475089040883961,,24924928.0,317392.0,246352.0,0.00985566952238057
455,scene,closet-s,0.1143090233828278,yellow-c,34166024.0,3270774.0,265232.0,0.007135346409672383,apparel,217035.0,1107885.0,44261.0,0.03456111267714512,hair,989801.0,849654.0,35340.0,0.01958855172757834,closet-s,990976.0,507393.0,153707.0,0.1143090233828278,freckled,1555456.0,62738.0,8552.0,0.00531298263837549
290,scene,archaelogical_excavation-s,0.11404327277749517,pink-c,18491188.0,3384394.0,135067.0,0.0062126863140086605,earth,4188226.0,1725049.0,143639.0,0.02489567799424435,leg,2786636.0,880068.0,46779.0,0.012922643424932836,archaelogical_excavation-s,125440.0,535992.0,67710.0,0.11404327277749517,potholed,1580544.0,1407483.0,175011.0,0.06221471900621966
166,scene,skyscraper-s,0.11388516135385462,blue-c,61494563.0,3536634.0,526400.0,0.008160633386692156,skyscraper,1270392.0,3240373.0,315948.0,0.07531866110011473,balcony,317196.0,805095.0,31243.0,0.028635770378571797,skyscraper-s,4402944.0,2723231.0,728590.0,0.11388516135385462,woven,1781248.0,200039.0,30527.0,0.0156487727859911
479,scene,assembly_line-s,0.11370531315605839,yellow-c,34166024.0,3414209.0,258636.0,0.0069299285344086425,food,336693.0,577278.0,14545.0,0.016171424886538745,hand,398768.0,332640.0,12001.0,0.016681794867161422,assembly_line-s,137984.0,233890.0,37967.0,0.11370531315605839,,24924928.0,117681.0,107399.0,0.004307122338251814
174,scene,bridge-s,0.11361590001535862,blue-c,61494563.0,3441644.0,539269.0,0.008374140397793448,bridge,432492.0,3149722.0,234615.0,0.0700845591123668,coach,689166.0,657981.0,22963.0,0.017341245627495876,bridge-s,639744.0,1680497.0,236721.0,0.11361590001535862,,24924928.0,331616.0,292147.0,0.011702545829566802
385,scene,corn_field-s,0.11321815529040981,green-c,63326720.0,3490173.0,934542.0,0.014185012917951274,field,1883336.0,2012544.0,240684.0,0.06584708453390735,head,4946761.0,645741.0,37393.0,0.006731281060371633,corn_field-s,188160.0,936482.0,114380.0,0.11321815529040981,fibrous,1831424.0,1406204.0,219409.0,0.07269485746395474
83,scene,forest-broadleaf-s,0.11302775457513858,green-c,63326720.0,3549735.0,935271.0,0.014183412296630888,tree,21215516.0,2976352.0,1350378.0,0.05911952328854204,trunk,43897.0,949601.0,10316.0,0.010492462229780446,forest-broadleaf-s,1216768.0,1128426.0,238154.0,0.11302775457513858,veined,1806336.0,736499.0,59664.0,0.024027342458493594
291,scene,gas_station-s,0.11291474028921555,blue-c,61494563.0,3268546.0,393940.0,0.006120010652926093,car,5354795.0,2818080.0,297117.0,0.037725511626944354,wheel,1513439.0,1539673.0,119887.0,0.040872077661959105,gas_station-s,301056.0,1299962.0,162437.0,0.11291474028921555,,24924928.0,171984.0,149501.0,0.005992645890188765
450,object,airplane,0.1123146139314339,black-c,139916835.0,3115962.0,774985.0,0.005447750032876929,airplane,1293178.0,2419766.0,374910.0,0.1123146139314339,body,1291612.0,1873445.0,184394.0,0.06186341763560658,air_base-s,125440.0,451819.0,29932.0,0.05468759991741681,,24924928.0,161671.0,136113.0,0.005455324597685191
438,part,roof,0.11111921022184346,white-c,72511065.0,2103981.0,502921.0,0.006785947643519869,house,1833277.0,1387958.0,119017.0,0.03836513101271413,roof,443437.0,394948.0,83844.0,0.11111921022184346,house-s,689920.0,804353.0,27341.0,0.01863821908581993,freckled,1555456.0,189496.0,13037.0,0.007527505680128644
197,scene,fire_escape-s,0.11110754616802541,black-c,139916835.0,3423268.0,932411.0,0.006547476382104416,building,35246027.0,1497710.0,726532.0,0.02017180400311462,fire escape,51663.0,628473.0,39753.0,0.06207691334716879,fire_escape-s,163072.0,910479.0,107352.0,0.11110754616802541,veined,1806336.0,190651.0,17129.0,0.00865163057148543
437,object,seat,0.11101583899011552,red-c,21004512.0,2714027.0,312136.0,0.013335496274245982,seat,1488057.0,1497287.0,298304.0,0.11101583899011552,back,593570.0,328264.0,22029.0,0.024481971093736975,auditorium-s,489216.0,1188624.0,145398.0,0.09487993672843735,honeycombed,1555456.0,234768.0,39590.0,0.022614664173093862
30,scene,corridor-s,0.1109807152483666,orange-c,30348501.0,3432705.0,231469.0,0.006899279121025599,elevator door,56315.0,1476963.0,39136.0,0.026192958902165924,hair,989801.0,678619.0,32331.0,0.01976114991299373,corridor-s,1530368.0,887436.0,241525.0,0.1109807152483666,interlaced,1630720.0,217711.0,80199.0,0.0453554737161187
295,object,grass,0.11086154881319635,green-c,63326720.0,3496954.0,2121102.0,0.03278234441746767,grass,12961339.0,3231281.0,1615988.0,0.11086154881319635,pot,422616.0,1587798.0,36454.0,0.018467446148858133,yard-s,288512.0,1097351.0,71488.0,0.054389348549690915,matted,1593088.0,404488.0,43491.0,0.02225645250846304
271,scene,warehouse-indoor-s,0.1105903383441199,black-c,139916835.0,3423134.0,716478.0,0.00502356235271229,shelf,1919975.0,2235308.0,335635.0,0.0878706624275326,shop window,233888.0,518861.0,6574.0,0.008810265688343887,warehouse-indoor-s,715008.0,1414730.0,212075.0,0.1105903383441199,,24924928.0,437494.0,352357.0,0.014088607926448811
138,scene,golf_course-s,0.11002197967241334,green-c,63326720.0,3361007.0,1341093.0,0.020522755617374263,grass,12961339.0,2662338.0,677894.0,0.04535687424339026,leg,2786636.0,902273.0,29645.0,0.008101355901077375,golf_course-s,388864.0,1532745.0,190464.0,0.11002197967241334,polka-dotted,1705984.0,534188.0,102172.0,0.047788587464920484
262,object,car,0.10995738762926217,black-c,139916835.0,3472825.0,1110326.0,0.007803845919042607,car,5354795.0,2916936.0,819435.0,0.10995738762926217,wheel,1513439.0,1790265.0,128157.0,0.04035745652638742,parking_garage-indoor-s,288512.0,1387378.0,164964.0,0.10918072758030506,,24924928.0,264225.0,248866.0,0.009978473784203044
249,object,horse,0.10973728877050938,green-c,63326720.0,3593276.0,802277.0,0.012134069537395868,horse,1230680.0,3494436.0,467247.0,0.10973728877050938,torso,7669375.0,3107546.0,799395.0,0.0801195607007188,pasture-s,852992.0,260289.0,77765.0,0.07509782562509898,matted,1593088.0,114896.0,15016.0,0.00886963014067602
84,scene,shopping_mall-indoor-s,0.10949135286353337,white-c,72511065.0,3553148.0,438700.0,0.005800952384944483,pillar,604113.0,1665441.0,30330.0,0.013544870901705234,shop window,233888.0,401706.0,5287.0,0.008387976018035655,shopping_mall-indoor-s,263424.0,1214292.0,145830.0,0.10949135286353337,zigzagged,1618176.0,235738.0,25075.0,0.013710884337002875
367,scene,atrium-public-s,0.10931275137607861,white-c,72511065.0,3495443.0,591611.0,0.007844749824427925,ceiling,12122565.0,1306869.0,199099.0,0.01504867412654328,doors,11477.0,291248.0,1430.0,0.004746178994009192,atrium-public-s,238336.0,926134.0,114748.0,0.10931275137607861,zigzagged,1618176.0,424640.0,67590.0,0.03421886913193731
109,scene,fire_escape-s,0.10900846196485948,black-c,139916835.0,3452514.0,962171.0,0.006756478244376136,house,1833277.0,1680423.0,107778.0,0.03164429484879572,fire escape,51663.0,753920.0,38671.0,0.05042429900692647,fire_escape-s,163072.0,801253.0,94787.0,0.10900846196485948,crosshatched,1743616.0,241094.0,14063.0,0.007136234952277095
8,scene,dining_room-s,0.10866958795531914,orange-c,30348501.0,3376053.0,231523.0,0.006912572349752401,table,4805122.0,1364328.0,343891.0,0.05903141655590476,top,381885.0,771199.0,50587.0,0.045884025081247386,dining_room-s,5694976.0,1004456.0,656665.0,0.10866958795531914,,24924928.0,5780.0,5780.0,0.00023189635693230488
79,scene,archive-s,0.10765561832484798,pink-c,18491188.0,3325198.0,139092.0,0.0064164835334151946,book,615007.0,1924060.0,182424.0,0.0774084152754575,shop window,233888.0,660532.0,30223.0,0.0349723500544436,archive-s,338688.0,1169888.0,146622.0,0.10765561832484798,freckled,1555456.0,556318.0,81961.0,0.040378596451988436
117,scene,operating_room-s,0.10750732710057943,blue-c,61494563.0,3197515.0,329631.0,0.005121480232098696,pool table,435101.0,1476192.0,85359.0,0.04674812999812698,screen,677188.0,646073.0,16062.0,0.012287341101087134,operating_room-s,213248.0,940799.0,112025.0,0.10750732710057943,,24924928.0,195556.0,158185.0,0.0063369563837048825
59,scene,jail_cell-s,0.10744637471688513,grey-c,159331282.0,3369812.0,1012045.0,0.006259205594065929,toilet,310112.0,1113882.0,56451.0,0.04127914076559201,water tank,81859.0,511895.0,22199.0,0.03883965672594938,jail_cell-s,238336.0,858882.0,106454.0,0.10744637471688513,meshed,1756160.0,138113.0,12645.0,0.0067202443841184335
503,object,house,0.10683296553971167,black-c,139916835.0,3472194.0,786732.0,0.005516965831202565,house,1833277.0,3343870.0,499705.0,0.10683296553971167,roof,443437.0,1644586.0,111636.0,0.05648488884009053,house-s,689920.0,2244435.0,120931.0,0.042983567354227446,,24924928.0,191597.0,183677.0,0.007366867996788815
67,scene,batters_box-s,0.10676233931972748,green-c,63326720.0,3452533.0,733813.0,0.011110729219155782,horse,1230680.0,3198637.0,277781.0,0.06691041580754689,leg,2786636.0,2219488.0,102550.0,0.020913317510860445,batters_box-s,125440.0,628191.0,72698.0,0.10676233931972748,,24924928.0,267694.0,187747.0,0.007508415858907513
194,object,house,0.10585443617274208,white-c,72511065.0,3390743.0,388323.0,0.005142432507253505,house,1833277.0,3180740.0,479951.0,0.10585443617274208,roof,443437.0,1399527.0,79972.0,0.045361521776616114,house-s,689920.0,2217231.0,172172.0,0.06295185447493382,,24924928.0,161418.0,158379.0,0.006353466369720403
164,object,bed,0.10556701989434746,pink-c,18491188.0,3222656.0,211305.0,0.009826979037219744,bed,5899566.0,1663105.0,722135.0,0.10556701989434746,headboard,500152.0,1066055.0,59603.0,0.039561158738460805,childs_room-s,965888.0,1563479.0,188346.0,0.0804546392364699,paisley,1555456.0,46533.0,9181.0,0.005764034334332826
212,scene,park-s,0.10534311445604837,green-c,63326720.0,3516821.0,1366215.0,0.020865467230595215,grass,12961339.0,3423569.0,1098664.0,0.07187272426110691,wheel,1513439.0,1464663.0,59255.0,0.020300824263827462,park-s,1179136.0,1435111.0,249147.0,0.10534311445604837,,24924928.0,272592.0,226640.0,0.009076171925058309
80,object,bed,0.10459634522926699,orange-c,30348501.0,3414225.0,242060.0,0.007221216905415901,bed,5899566.0,1306783.0,682383.0,0.10459634522926699,headboard,500152.0,984641.0,108051.0,0.07848311448332368,bedroom-s,19167232.0,1287438.0,1064496.0,0.05489873376071819,studded,1593088.0,3352.0,1167.0,0.0007315362323564681
300,scene,harbor-s,0.10457070842906872,blue-c,61494563.0,3294207.0,556520.0,0.008664183490380612,boat,1245134.0,2948512.0,204519.0,0.05126911226441274,body,1291612.0,881873.0,31193.0,0.01456057344190241,harbor-s,301056.0,1136355.0,136081.0,0.10457070842906872,potholed,1580544.0,253184.0,17162.0,0.009447495989686035
139,scene,cathedral-indoor-s,0.10391592480002468,red-c,21004512.0,3028304.0,128859.0,0.00539069744812543,bench,486371.0,1648898.0,86685.0,0.042314593885337384,shaft,46090.0,295204.0,2563.0,0.007566476053269406,cathedral-indoor-s,313600.0,1189429.0,141486.0,0.10391592480002468,,24924928.0,210157.0,179946.0,0.0072107793108265195
171,scene,pantry-s,0.10372458167186312,brown-c,182265724.0,3348533.0,1027175.0,0.005564717687015606,shelf,1919975.0,1374473.0,143963.0,0.04569550402557067,drawer,540514.0,429923.0,10544.0,0.01098455765382183,pantry-s,413952.0,987180.0,131674.0,0.10372458167186312,,24924928.0,133155.0,125147.0,0.00501934469330046
472,scene,bridge-s,0.103360746814649,blue-c,61494563.0,3455492.0,387160.0,0.0059966332054967484,bridge,432492.0,2874780.0,182075.0,0.058260327268968966,coach,689166.0,990774.0,78706.0,0.049153340486150054,bridge-s,639744.0,1269795.0,178882.0,0.103360746814649,,24924928.0,383599.0,261873.0,0.010455408534808681
93,scene,theater-indoor_procenium-s,0.10323756622455846,red-c,21004512.0,3426274.0,225784.0,0.009327989313944284,stage,281762.0,1648389.0,80074.0,0.04328144179944943,arm,2299112.0,747860.0,38832.0,0.012908973651492284,theater-indoor_procenium-s,288512.0,644186.0,87279.0,0.10323756622455846,,24924928.0,199118.0,158342.0,0.006342380731582814
378,scene,landing_deck-s,0.1031553568477325,blue-c,61494563.0,3313711.0,741916.0,0.011580430403114222,boat,1245134.0,2538856.0,277204.0,0.07904788030977652,body,1291612.0,570875.0,12896.0,0.006972352265987454,landing_deck-s,338688.0,682568.0,95497.0,0.1031553568477325,,24924928.0,354086.0,308968.0,0.012373545487261016
347,scene,cathedral-indoor-s,0.1030253434753245,brown-c,182265724.0,3338324.0,1153712.0,0.0062548652662795905,bench,486371.0,1774635.0,107571.0,0.04995321428322656,footboard,366693.0,382160.0,3669.0,0.004923616180701678,cathedral-indoor-s,313600.0,1252664.0,146293.0,0.1030253434753245,interlaced,1630720.0,286926.0,55936.0,0.030045495807617728
339,scene,campsite-s,0.10301608288538233,blue-c,61494563.0,3384673.0,426081.0,0.006610708195743094,tent,221716.0,2320558.0,163120.0,0.06856218639062457,body,1291612.0,968408.0,16955.0,0.007558853622164316,campsite-s,225792.0,791983.0,95055.0,0.10301608288538233,pleated,1505280.0,455741.0,31331.0,0.016236286657442388
168,object,water,0.10231702387462323,blue-c,61494563.0,3025970.0,883495.0,0.013883345733344786,water,5655946.0,2754023.0,780613.0,0.10231702387462323,pane,480756.0,494092.0,6514.0,0.006727017743877628,coast-s,1103872.0,1378694.0,87027.0,0.03632877611259929,,24924928.0,275699.0,244893.0,0.009813095459344133
349,scene,highway-s,0.10225317338476483,grey-c,159331282.0,3452565.0,1296637.0,0.00802934795888789,road,12902886.0,3286080.0,1475487.0,0.10028131348133232,crosswalk,241792.0,944463.0,27442.0,0.023681128879292863,highway-s,4076800.0,2125184.0,575342.0,0.10225317338476483,potholed,1580544.0,149143.0,25130.0,0.014742833475207927
11,texture,potholed,0.10197004529164831,grey-c,159331282.0,3436482.0,1000901.0,0.006187305492843735,earth,4188226.0,2060365.0,231420.0,0.0384599340786559,wheel,1513439.0,723335.0,12309.0,0.005533465350095417,earth_fissure-s,125440.0,817329.0,64160.0,0.07302451943925,potholed,1580544.0,1146909.0,252383.0,0.10197004529164831
175,scene,ice_skating_rink-indoor-s,0.10142228697660909,white-c,72511065.0,3461212.0,668649.0,0.008879372983198101,snow,995032.0,2901950.0,172497.0,0.04631432265131958,leg,2786636.0,1172553.0,52319.0,0.013391538495010073,ice_skating_rink-indoor-s,250880.0,1428876.0,154677.0,0.10142228697660909,,24924928.0,296097.0,236365.0,0.00946040490444937
9,scene,clothing_store-s,0.10135030420589014,pink-c,18491188.0,3446063.0,311565.0,0.014407173025632575,apparel,217035.0,1133865.0,79008.0,0.062118481757885105,shop window,233888.0,276473.0,13675.0,0.027532485312652254,clothing_store-s,413952.0,687558.0,101365.0,0.10135030420589014,dotted,2935296.0,1796868.0,235231.0,0.0523092071863201
14,object,bed,0.10113930729895214,red-c,21004512.0,3174853.0,161267.0,0.006714395119880017,bed,5899566.0,1274949.0,658977.0,0.10113930729895214,headboard,500152.0,815990.0,58163.0,0.04623527101803766,youth_hostel-s,614656.0,1176457.0,121034.0,0.07247202078464551,banded,2571520.0,66444.0,13611.0,0.005186421186479106
